url,dispositivo,score,fcp_chrux (ms),fcp_chrux_score,fid_chrux (ms),fid_chrux_score,lcp_chrux (ms),lcp_chrux_score,cls_chrux,cls_chrux_score,fcp_lighthouse (ms),fcp_lighthouse_score,lcp_lighthouse (ms),lcp_lighthouse_score,cls_lighthouse,cls_lighthouse_score,max_potential_fid (ms),max_potential_fid_score,tbt (ms),tbt_score,speed_index (ms),speed_index_score,tti (ms),tti_score,total_size (KB),total,js_size (KB),js,fonts_size (KB),fonts,img_size (KB),img,others_size (KB),others,html_size (KB),html,css_size (KB),css,media_size (KB),media,third_party_size (KB),third_party
https://www.bcr.ro/ro/organizatii-publice-si-non-profit/informatii-utile,desktop,0.93,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1465.5,0.82,0.018,1.0,62,1.0,12.0,1.0,1537.7,0.82,1002.0,1.0,741.34,82,403.94,48,218.76,5,55.42,17,21.04,10,29.17,1,13.02,1,0.0,0,712.17,81
https://www.bcr.ro/ro/organizatii-publice-si-non-profit/investitii,mobile,0.71,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2910.0,0.53,3660.0,0.6,0.0,1.0,158,0.82,342.0,0.74,5163.6,0.61,5647.0,0.69,641.2,63,335.39,32,172.98,4,58.43,14,36.54,11,24.85,1,13.02,1,0.0,0,596.19,61
https://www.bcr.ro/ro/organizatii-publice-si-non-profit/investitii,desktop,0.96,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,700.0,0.98,1082.0,0.93,0.0,1.0,44,1.0,0.0,1.0,1679.2,0.76,722.0,1.0,637.62,69,350.35,36,172.98,4,55.41,17,21.04,10,24.82,1,13.02,1,0.0,0,612.8,68
https://www.bcr.ro/ro/persoane-fizice,mobile,0.44,1457,FAST,26,FAST,2870,AVERAGE,0.1,FAST,3510.0,0.35,6660.0,0.08,0.0,1.0,250,0.5,793.0,0.37,4364.3,0.75,7084.0,0.52,865.9,76,367.14,35,275.06,6,127.19,18,42.94,13,35.3,1,18.28,3,0.0,0,807.4,73
https://www.bcr.ro/ro/persoane-fizice,desktop,0.84,2019,AVERAGE,4,FAST,3057,AVERAGE,0.06,FAST,819.0,0.94,1752.0,0.72,0.163,0.73,91,0.98,83.5,0.98,2047.4,0.6,1696.0,0.98,1158.26,106,496.51,59,275.06,6,309.04,26,24.06,11,35.32,1,18.28,3,0.0,0,1119.9,104
https://www.bcr.ro/ro/persoane-fizice/asigurari,mobile,0.52,1047,FAST,17,FAST,2563,AVERAGE,0.13,AVERAGE,3510.0,0.35,6599.0,0.09,0.033,1.0,314,0.33,524.0,0.56,4051.1,0.8,6358.5,0.61,843.8,77,379.22,39,275.06,6,102.2,18,32.36,10,36.67,1,18.28,3,0.0,0,786.95,75
https://www.bcr.ro/ro/persoane-fizice/asigurari,desktop,0.87,1305,FAST,4,FAST,2350,FAST,0.03,FAST,820.0,0.94,1677.5,0.75,0.062,0.97,125,0.91,123.5,0.94,1961.9,0.64,1624.5,0.99,899.2,95,431.5,51,275.06,6,116.67,24,21.02,10,36.67,1,18.28,3,0.0,0,862.53,94
https://www.bcr.ro/ro/persoane-fizice/calculatoare,mobile,0.19,2019,AVERAGE,12,FAST,2796,AVERAGE,0.02,FAST,3964.5,0.24,12151.0,0.0,0.006,1.0,1315,0.0,9981.0,0.0,9779.6,0.11,17698.5,0.04,712.43,70,364.13,37,172.98,4,95.41,15,32.36,10,29.27,1,18.28,3,0.0,0,663.0,68
https://www.bcr.ro/ro/persoane-fizice/calculatoare,desktop,0.93,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,731.0,0.97,1440.0,0.83,0.02,1.0,63,1.0,7.5,1.0,1623.5,0.79,1203.0,1.0,825.44,87,428.49,51,229.28,5,99.08,17,21.01,10,29.3,1,18.28,3,0.0,0,796.14,86
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni,mobile,0.67,2259,AVERAGE,-,-,3705,AVERAGE,0.05,FAST,3609.0,0.32,4335.0,0.41,0.0,1.0,136,0.88,274.0,0.82,4611.5,0.71,5987.0,0.65,785.77,65,330.15,29,275.06,6,95.4,15,36.51,11,30.37,1,18.28,3,0.0,0,735.23,63
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni,desktop,0.71,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1433.0,0.83,0.001,1.0,265,0.45,507.5,0.29,1849.7,0.69,1869.0,0.97,886.05,92,454.88,52,229.28,5,132.2,21,21.01,10,30.4,1,18.28,3,0.0,0,855.65,91
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/carduri-de-debit,mobile,0.66,1339,FAST,15,FAST,3257,AVERAGE,0.07,FAST,2706.0,0.6,5610.0,0.18,0.0,1.0,137,0.88,187.5,0.91,5340.3,0.58,5219.0,0.74,713.47,71,353.83,35,172.98,4,102.93,18,32.36,10,33.1,1,18.28,3,0.0,0,660.19,69
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/carduri-de-debit,desktop,0.92,1401,FAST,3,FAST,2561,AVERAGE,0.02,FAST,780.0,0.96,1540.0,0.79,0.035,1.0,70,0.99,12.0,1.0,1712.2,0.75,1250.0,1.0,908.52,98,431.49,51,275.06,6,129.59,27,21.01,10,33.09,1,18.28,3,0.0,0,875.42,97
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/carduri-de-debit/mastercard-gold,mobile,0.56,1468,FAST,15,FAST,1995,FAST,0.04,FAST,3933.0,0.25,5160.0,0.24,0.001,1.0,236,0.54,448.0,0.63,4085.5,0.8,6455.0,0.59,866.75,67,298.16,27,331.35,7,143.93,18,36.51,11,38.52,1,18.28,3,0.0,0,808.07,65
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/carduri-de-debit/mastercard-gold,desktop,0.94,2173,AVERAGE,6,FAST,2369,FAST,0.03,FAST,860.0,0.93,1340.0,0.86,0.03,1.0,74,0.99,16.0,1.0,1493.2,0.84,1275.5,1.0,999.1,89,382.13,45,331.35,7,207.82,23,21.02,10,38.5,1,18.28,3,0.0,0,960.6,88
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/pachete-de-cont-curent,mobile,0.53,1251,FAST,14,FAST,3147,AVERAGE,0.09,FAST,3210.0,0.43,6210.0,0.12,0.0,1.0,361,0.24,597.5,0.5,3804.0,0.84,5515.5,0.71,762.09,73,353.83,35,218.76,5,105.9,19,32.37,10,32.96,1,18.28,3,0.0,0,708.98,71
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/pachete-de-cont-curent,desktop,0.83,1908,AVERAGE,3,FAST,2953,AVERAGE,0.02,FAST,780.0,0.96,1695.5,0.74,0.03,1.0,144,0.86,207.0,0.79,1968.5,0.64,1758.0,0.98,919.07,96,431.46,51,275.06,6,140.29,25,21.01,10,32.98,1,18.28,3,0.0,0,886.09,95
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/transferuri-de-bani-si-alte-servicii,mobile,0.56,1505,FAST,16,FAST,3413,AVERAGE,0.03,FAST,3210.0,0.43,6090.5,0.13,0.0,1.0,187,0.72,438.5,0.64,4307.2,0.76,5839.5,0.67,757.07,70,353.83,35,218.76,5,98.85,16,32.36,10,35.0,1,18.28,3,0.0,0,701.89,68
https://www.bcr.ro/ro/persoane-fizice/conturi-si-operatiuni/transferuri-de-bani-si-alte-servicii,desktop,0.91,1896,AVERAGE,3,FAST,2717,AVERAGE,0.01,FAST,780.0,0.96,1579.0,0.78,0.021,1.0,103,0.96,83.5,0.98,1640.8,0.78,1341.0,1.0,909.35,93,431.51,51,275.06,6,128.5,22,21.02,10,34.98,1,18.28,3,0.0,0,874.37,92
https://www.bcr.ro/ro/persoane-fizice/credite/credite-pentru-casa,mobile,0.66,1171,FAST,13,FAST,2373,FAST,0.07,FAST,3210.0,0.43,4607.5,0.35,0.0,1.0,187,0.72,356.0,0.73,3226.1,0.92,5569.5,0.7,752.97,70,353.83,35,218.76,5,97.27,16,32.36,10,32.47,1,18.28,3,0.0,0,700.33,68
https://www.bcr.ro/ro/persoane-fizice/credite/credite-pentru-casa,desktop,0.93,1312,FAST,3,FAST,1914,FAST,0.0,FAST,780.0,0.96,1500.0,0.81,0.03,1.0,70,0.99,13.0,1.0,1573.6,0.81,1290.0,1.0,912.88,97,431.46,51,275.06,6,134.57,26,21.01,10,32.5,1,18.28,3,0.0,0,880.38,96
https://www.bcr.ro/ro/persoane-fizice/digital-banking,mobile,0.56,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3019.0,0.49,6150.5,0.12,0.0,1.0,226,0.58,491.0,0.59,3635.2,0.87,5815.5,0.67,738.02,75,379.22,39,172.98,4,101.84,18,32.36,10,33.34,1,18.28,3,0.0,0,684.52,73
https://www.bcr.ro/ro/persoane-fizice/digital-banking,desktop,0.9,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1630.0,0.76,0.014,1.0,99,0.97,89.5,0.98,1771.2,0.72,1486.0,0.99,885.13,93,431.5,51,275.06,6,105.95,22,21.02,10,33.33,1,18.28,3,0.0,0,851.8,92
https://www.bcr.ro/ro/persoane-fizice/digital-banking/george-store,mobile,0.59,810,FAST,17,FAST,2225,FAST,0.08,FAST,2610.0,0.64,7035.0,0.06,0.0,1.0,177,0.75,353.0,0.73,3635.9,0.87,6667.5,0.57,859.17,74,363.11,33,275.06,6,128.43,19,37.99,12,36.31,1,18.28,3,0.0,0,802.68,72
https://www.bcr.ro/ro/persoane-fizice/digital-banking/george-store,desktop,0.88,1899,AVERAGE,5,FAST,2720,AVERAGE,0.0,FAST,820.0,0.94,1787.5,0.71,0.005,1.0,99,0.97,128.5,0.94,1693.5,0.76,1786.5,0.98,997.27,103,486.0,55,275.06,6,159.16,27,22.48,11,36.29,1,18.28,3,0.0,0,960.98,102
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire,mobile,0.68,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3210.0,0.43,4510.5,0.37,0.014,1.0,142,0.87,197.0,0.9,5330.2,0.58,5498.0,0.71,754.02,67,344.22,32,229.28,5,95.39,15,36.52,11,30.33,1,18.28,3,0.0,0,703.53,65
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire,desktop,0.86,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1227.5,0.89,0.309,0.38,73,0.99,16.5,1.0,1507.6,0.83,1266.0,1.0,898.43,95,458.98,54,229.28,5,140.53,22,21.01,10,30.35,1,18.28,3,0.0,0,868.07,94
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire/economii,mobile,0.51,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2760.0,0.58,6585.0,0.09,0.006,1.0,275,0.43,622.5,0.48,4566.7,0.72,6046.0,0.64,788.24,77,379.21,39,218.76,5,107.64,19,32.35,10,32.0,1,18.28,3,0.0,0,736.08,75
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire/economii,desktop,0.91,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1564.5,0.79,0.03,1.0,80,0.99,54.0,1.0,1811.6,0.71,1340.0,1.0,902.39,93,431.49,51,275.06,6,124.53,22,21.01,10,32.01,1,18.28,3,0.0,0,870.38,92
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire/investitii,mobile,0.51,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3262.0,0.42,6557.0,0.09,0.0,1.0,314,0.33,547.0,0.54,4465.4,0.73,6224.0,0.62,789.03,76,379.2,39,218.75,5,105.93,18,32.36,10,34.51,1,18.28,3,0.0,0,734.36,74
https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire/investitii,desktop,0.93,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,740.0,0.97,1480.0,0.81,0.023,1.0,79,0.99,28.5,1.0,1634.7,0.78,1287.0,1.0,864.44,95,431.49,51,229.28,5,129.86,25,21.02,10,34.51,1,18.28,3,0.0,0,829.93,94
https://www.bcr.ro/ro/persoane-fizice/help-center,mobile,0.45,2206,AVERAGE,20,FAST,2781,AVERAGE,0.79,SLOW,3060.0,0.48,3810.0,0.55,0.677,0.08,249,0.5,762.0,0.39,3920.9,0.82,7113.0,0.52,835.43,80,364.8,35,275.06,6,107.65,23,39.97,12,29.67,1,18.28,3,0.0,0,769.9,69
https://www.bcr.ro/ro/persoane-fizice/help-center,desktop,0.81,1773,FAST,5,FAST,2790,AVERAGE,0.56,SLOW,740.0,0.97,1167.0,0.91,0.805,0.05,79,0.99,18.5,1.0,1706.0,0.75,1319.0,1.0,904.83,97,446.06,51,275.06,6,111.33,25,24.43,11,29.66,1,18.28,3,0.0,0,859.49,87
https://www.bcr.ro/ro/persoane-fizice/informatii-utile,mobile,0.59,1255,FAST,14,FAST,2601,AVERAGE,0.06,FAST,2610.0,0.64,6023.5,0.13,0.022,1.0,182,0.73,438.5,0.64,3929.7,0.82,5750.5,0.68,767.36,72,364.12,37,218.76,5,102.94,16,32.36,10,30.92,1,18.28,3,0.0,0,716.26,70
https://www.bcr.ro/ro/persoane-fizice/informatii-utile,desktop,0.93,1702,FAST,4,FAST,2610,AVERAGE,0.0,FAST,740.0,0.97,1490.5,0.81,0.021,1.0,88,0.98,79.5,0.99,1550.6,0.82,1510.5,0.99,840.6,88,421.52,51,229.28,5,119.61,18,21.01,10,30.91,1,18.28,3,0.0,0,809.7,87
https://www.bcr.ro/ro/persoane-fizice/persoane-fizice-help-center-george-info,mobile,0.63,2690,AVERAGE,16,FAST,3784,AVERAGE,0.57,SLOW,2610.0,0.64,3280.0,0.71,0.557,0.13,161,0.81,254.0,0.84,5667.0,0.52,6146.0,0.63,822.61,73,364.1,35,275.06,6,96.79,16,39.18,12,29.2,1,18.28,3,0.0,0,769.21,69
https://www.bcr.ro/ro/persoane-fizice/persoane-fizice-help-center-george-info,desktop,0.8,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,732.0,0.97,1449.0,0.82,0.498,0.17,83,0.98,16.5,1.0,1739.3,0.74,1363.0,0.99,889.85,89,443.2,50,275.06,6,100.43,18,23.68,11,29.2,1,18.28,3,0.0,0,856.63,86
https://www.bcr.ro/ro/presa,mobile,0.62,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3060.0,0.48,3810.0,0.55,0.019,1.0,303,0.35,646.5,0.47,3766.4,0.85,6400.0,0.6,825.52,70,347.37,33,275.06,6,95.42,15,39.89,12,49.51,1,18.28,3,0.0,0,755.84,68
https://www.bcr.ro/ro/presa,desktop,0.91,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,860.0,0.93,1563.0,0.79,0.053,0.98,105,0.96,70.0,0.99,1774.8,0.72,1380.0,0.99,912.95,90,450.01,53,275.06,6,99.08,17,21.01,10,49.51,1,18.28,3,0.0,0,863.44,89
https://www.bcr.ro/ro/presa/analize,mobile,0.52,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3290.0,0.41,6127.0,0.12,0.019,1.0,214,0.62,379.0,0.7,7648.8,0.25,5766.5,0.68,780.58,69,344.24,32,229.28,5,122.87,17,36.52,11,29.4,1,18.28,3,0.0,0,731.02,67
https://www.bcr.ro/ro/presa/analize,desktop,0.94,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,763.0,0.96,1494.5,0.81,0.032,1.0,55,1.0,2.5,1.0,1414.8,0.87,1187.5,1.0,891.6,92,459.0,54,229.28,5,134.65,19,21.02,10,29.38,1,18.28,3,0.0,0,862.22,91
https://www.bcr.ro/ro/presa/blogul_bcr/andreea-voinea-intoarcerea-la-locurile-de-munca-in-noua-normalitate,mobile,0.49,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3510.0,0.35,5039.5,0.26,0.0,1.0,209,0.64,648.5,0.46,6505.4,0.39,6377.0,0.6,930.74,74,356.96,36,275.06,6,207.21,16,39.89,12,33.34,1,18.28,3,0.0,0,877.22,72
https://www.bcr.ro/ro/presa/blogul_bcr/andreea-voinea-intoarcerea-la-locurile-de-munca-in-noua-normalitate,desktop,0.93,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,740.0,0.97,1496.0,0.81,0.044,0.99,89,0.98,19.5,1.0,1443.0,0.86,1436.0,0.99,967.78,86,409.24,48,275.06,6,210.86,18,21.01,10,33.32,1,18.28,3,0.0,0,934.45,85
https://www.bcr.ro/ro/presa/contacte,mobile,0.49,1900,AVERAGE,17,FAST,3839,AVERAGE,0.21,AVERAGE,2910.0,0.53,6360.0,0.1,0.115,0.86,301,0.36,679.0,0.44,3551.7,0.88,5851.0,0.67,740.78,73,353.25,34,172.98,4,106.86,19,39.89,12,49.52,1,18.28,3,0.0,0,671.08,71
https://www.bcr.ro/ro/presa/contacte,desktop,0.77,2063,AVERAGE,4,FAST,3168,AVERAGE,0.09,FAST,780.0,0.96,1570.0,0.78,0.852,0.04,87,0.98,73.5,0.99,1644.9,0.78,1387.0,0.99,846.25,88,417.67,48,229.28,5,110.52,21,21.01,10,49.5,1,18.28,3,0.0,0,796.75,87
https://www.bcr.ro/ro/presa/despre-banking,mobile,0.53,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3323.0,0.4,5839.0,0.15,0.019,1.0,392,0.19,606.0,0.5,3522.6,0.88,5970.0,0.65,755.11,67,344.21,32,229.28,5,95.4,15,36.51,11,31.43,1,18.28,3,0.0,0,703.51,65
https://www.bcr.ro/ro/presa/despre-banking,desktop,0.78,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,775.0,0.96,1597.5,0.77,0.555,0.13,88,0.98,94.0,0.98,1731.1,0.74,1624.0,0.99,955.98,98,459.0,54,229.28,5,197.0,25,21.01,10,31.42,1,18.28,3,0.0,0,924.57,97
https://www.bcr.ro/ro/presa/despre-banking/activitatea-bancara-in-evul-mediu-si-renastere,mobile,0.39,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3235.0,0.42,4765.0,0.32,0.002,1.0,1275,0.0,3681.5,0.02,3987.0,0.81,9056.0,0.34,750.11,69,353.81,35,218.75,5,95.42,15,32.35,10,31.5,1,18.28,3,0.0,0,698.43,67
https://www.bcr.ro/ro/presa/despre-banking/activitatea-bancara-in-evul-mediu-si-renastere,desktop,0.94,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,729.0,0.97,1420.0,0.83,0.002,1.0,84,0.98,17.0,1.0,1389.3,0.87,1244.0,1.0,816.77,84,406.08,47,229.28,5,110.62,18,21.01,10,31.5,1,18.28,3,0.0,0,785.27,83
https://www.bcr.ro/ro/presa/informatii-de-presa,mobile,0.68,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2672.0,0.61,3391.0,0.67,0.219,0.57,130,0.9,329.0,0.76,4147.4,0.79,6680.0,0.57,896.24,85,409.56,45,275.06,6,123.01,18,41.12,12,29.22,1,18.28,3,0.0,0,842.24,82
https://www.bcr.ro/ro/presa/informatii-de-presa,desktop,0.77,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,820.0,0.94,1703.0,0.74,0.363,0.3,69,0.99,52.0,1.0,2364.1,0.48,1486.0,0.99,1023.15,102,484.01,59,275.06,6,190.99,22,25.62,11,29.2,1,18.28,3,0.0,0,989.35,100
https://www.bcr.ro/ro/presa/informatii-de-presa/2021/08/23/BCR-a-semnat-o-noua-finantare-sindicalizata-in-valoare-de-278-mil-lei-pentru-Grupul-Rodbun,mobile,0.45,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3210.0,0.43,7110.0,0.06,0.054,0.98,214,0.62,779.5,0.38,4271.7,0.77,6777.0,0.56,879.55,76,396.59,40,275.06,6,124.23,16,32.35,10,33.03,1,18.28,3,0.0,0,846.51,75
https://www.bcr.ro/ro/presa/informatii-de-presa/2021/08/23/BCR-a-semnat-o-noua-finantare-sindicalizata-in-valoare-de-278-mil-lei-pentru-Grupul-Rodbun,desktop,0.92,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1540.0,0.79,0.035,1.0,78,0.99,14.0,1.0,1612.6,0.79,1318.0,1.0,967.3,91,448.85,52,275.06,6,171.06,19,21.01,10,33.04,1,18.28,3,0.0,0,934.26,90
https://www.bcr.ro/ro/presa/informatii-de-presa/alaturi-de-comunitate-in-lupta-cu-COVID19,mobile,0.59,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2910.0,0.53,4474.5,0.38,0.0,1.0,302,0.36,696.5,0.43,3127.4,0.93,5819.0,0.67,702.33,68,353.81,35,172.97,4,95.4,15,32.35,10,29.52,1,18.28,3,0.0,0,652.65,66
https://www.bcr.ro/ro/presa/informatii-de-presa/alaturi-de-comunitate-in-lupta-cu-COVID19,desktop,0.94,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,740.0,0.97,1399.5,0.84,0.002,1.0,65,1.0,7.5,1.0,1428.1,0.86,1185.0,1.0,803.31,83,406.13,47,229.28,5,99.08,17,21.02,10,29.52,1,18.28,3,0.0,0,773.79,82
https://www.bcr.ro/ro/presa/multimedia,mobile,0.55,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2610.0,0.64,6906.5,0.07,0.071,0.96,198,0.68,455.5,0.63,4394.2,0.75,6468.0,0.59,816.2,71,347.05,33,275.06,6,109.75,17,36.51,11,29.55,1,18.28,3,0.0,0,766.47,69
https://www.bcr.ro/ro/presa/multimedia,desktop,0.91,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,820.0,0.94,1590.5,0.78,0.064,0.97,89,0.98,51.5,1.0,1764.8,0.73,1455.0,0.99,922.61,94,461.83,55,275.06,6,116.87,19,21.01,10,29.57,1,18.28,3,0.0,0,893.04,93
https://www.bcr.ro/ro/presa/multimedia/imagini,mobile,0.46,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,3210.0,0.43,4860.0,0.3,0.381,0.28,226,0.58,537.5,0.55,3958.5,0.82,7074.5,0.52,861.86,80,405.7,44,275.06,6,95.42,15,36.52,11,30.88,1,18.28,3,0.0,0,810.79,78
https://www.bcr.ro/ro/presa/multimedia/imagini,desktop,0.85,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,806.0,0.95,1056.5,0.94,0.339,0.34,65,1.0,7.5,1.0,1790.4,0.72,1291.5,1.0,968.51,101,485.52,59,275.06,6,137.78,22,21.01,10,30.86,1,18.28,3,0.0,0,937.65,100
https://www.bcr.ro/ro/presa/multimedia/prezentari-rapoarte,mobile,0.67,1665,FAST,18,FAST,2863,AVERAGE,0.1,FAST,2910.0,0.53,4578.0,0.36,0.0,1.0,186,0.72,368.0,0.72,3011.6,0.94,5556.5,0.7,710.28,65,308.6,29,218.76,5,95.43,15,39.9,12,29.31,1,18.28,3,0.0,0,660.79,63
https://www.bcr.ro/ro/presa/multimedia/prezentari-rapoarte,desktop,0.93,2028,AVERAGE,4,FAST,2932,AVERAGE,0.02,FAST,780.0,0.96,1481.5,0.81,0.019,1.0,89,0.98,64.0,0.99,1493.8,0.84,1433.0,0.99,866.11,88,423.38,51,275.06,6,99.08,17,21.02,10,29.29,1,18.28,3,0.0,0,836.82,87
https://www.bcr.ro/ro/retea-unitati/cauta,mobile,0.62,1065,FAST,18,FAST,1376,FAST,0.97,SLOW,2994.0,0.5,4435.0,0.39,0.033,1.0,200,0.67,494.0,0.59,3383.9,0.9,6477.5,0.59,868.77,83,412.85,47,275.06,6,95.4,15,36.51,11,30.67,1,18.28,3,0.0,0,817.94,81
https://www.bcr.ro/ro/retea-unitati/cauta,desktop,0.84,1836,AVERAGE,3,FAST,2615,AVERAGE,0.18,AVERAGE,780.0,0.96,1870.0,0.68,0.185,0.66,110,0.95,63.0,1.0,1638.6,0.78,1490.0,0.99,1229.72,101,501.83,63,275.06,6,382.84,18,21.01,10,30.7,1,18.28,3,0.0,0,1199.03,100
https://www.bcr.ro/ro/tcga,mobile,0.67,1778,FAST,21,FAST,2580,AVERAGE,0.0,FAST,3210.0,0.43,4605.0,0.35,0.0,1.0,206,0.65,346.0,0.74,3229.3,0.92,5477.0,0.71,711.67,65,308.61,29,218.76,5,95.4,15,39.9,12,30.72,1,18.28,3,0.0,0,660.79,63
https://www.bcr.ro/ro/tcga,desktop,0.94,1994,AVERAGE,-,-,2508,AVERAGE,0.0,FAST,729.0,0.97,1421.0,0.83,0.002,1.0,76,0.99,31.5,1.0,1375.1,0.88,1401.0,0.99,809.6,85,411.23,49,229.28,5,99.08,17,21.01,10,30.72,1,18.28,3,0.0,0,778.88,84
